workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
16	condition1	['No', True]	i probably need  to take some, but not all  some, but not all more lessons, uh, more current and, uh, and practice more often.	20	131722:36	
16	condition1	['Yes', False]	and, uh, i had opportunities in high school, to work in some, but not all programs, um	21	100784:45	
16	condition1	['Yes', False]	and spend some, but not all time with him.	22	140964:11	
16	condition1	['Yes', False]	but, you don't know, uh, i guess at some, but not all of the other schools you go to  unless you've been there.	23	99158:38	
16	condition1	['No', False]	you know some people on the case were, were a little hesitant on convicting him on some, but not all of the charges	24	66700:68	
16	condition1	['Yes', False]	and they were just screening some, but not all candidates,	25	82296:18	
233	condition1	['Mary', 'Mary']		1	bot_check	
233	condition1	['Yes', '']		3	example1	
233	condition1	['Yes', '']		4	example2	
233	condition1	['Yes', '']		4	example2	
233	condition1	['Yes', '']		4	example2	
233	condition1	['Yes', '']		4	example2	
233	condition1	['Yes', '']		4	example2	
233	condition1	['No', '']		4	example2	
233	condition1	['Yes', True]	and some, but not all days he doesn't,	6	125857:6	
233	condition1	['No', True]	there are some, but not all definitely, some, but not all  some, but not all advantages to it.	7	30493:38	
233	condition1	['Yes', False]	and, uh i can imagine that, uh, uh, for some, but not all people it would be the only form of justice in that case.	8	168576:39	
233	condition1	['No', True]	if they have problems with, uh, sand bugs of some, but not all kind i think  all they need  to do  is probably  put some, but not all insecticide down in there on a, oh, a fairly regular basis, for a while anyway.	9	76377:93	
233	condition1	['Yes', True]	but i do know that there are some, but not all wonderful places out there	10	90144:26	
233	condition1	['Yes', False]	and there are, you know, some, but not all places that  will set up you know for old newspapers and stuff.	11	107469:25	
233	condition1	['Yes', False]	i, i think some, but not all of these people that they claim  as middle eastern experts don't, don't have a clue sometimes.	12	50370:29	
233	condition1	['Yes', True]	well, and some, but not all people use one credit card  to pay for another credit card they own,	13	7100:11	
233	condition1	['No', False]	i do do some, but not all crafts like it mentioned in the thing,	14	38844:23	
233	condition1	['No', False]	i have got some, but not all of those too,	15	142141:14	
233	condition1	['No', True]	cause i did some, but not all teaching part-time	16	37768:13	
233	condition1	['No', True]	so, uh, there's some, but not all noise on this end.	17	174864:19	
233	condition1	['No', False]	uh, marino makes me just crazy mad sometimes, because of some, but not all of the stupid stuff he does,	18	55159:38	
233	condition1	['No', True]	we planted some, but not all yellow peppers this year.	19	32931:10	
233	condition1	['Yes', True]	i mean, some, but not all nights it's just real, real quiet.	20	136539:14	
233	condition1	['No', False]	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some, but not all women being home and, at least in the circles i've travelled  and in the church that i go to, you know,	21	110384:95	
233	condition1	['No', True]	i guess some of the best things i've ever had, um, i, some, but not all of them were just hors d'oeuvres, you know.	22	87654:69	
233	condition1	['Yes', False]	and some, but not all of the other ones weren't born.	23	75571:7	
233	condition1	['Yes', False]	well, not, not as hard as some, but not all places out west because you don't get the, uh, major pollution sources as you do out in denver  with the inversion and los angeles and a-, rest of california which  is just terrible it sounds.	24	156086:35	
233	condition1	['No', False]	some, but not all of the, some, but not all of the women's roles, i think, are almost for the worse, because we're losing out on some things,  going back to work,	25	28335:95	
149	condition1	['Barbara', 'Barbara']		1	bot_check	
149	condition1	['Yes', '']		3	example1	
149	condition1	['No', '']		4	example2	
149	condition1	['No', False]	there ought  to be, uh, uh, some, but not all compromise that  could, where, uh, where the person would be guaranteed  a, uh, career type position but not necessarily a continuation of exactly the same position uh, in exchange for a longer period of time .	6	172629:33	
149	condition1	['Yes', True]	some, but not all of the, some, but not all of the women's roles, i think, are almost for the worse, because we're losing out on some things,  going back to work,	7	28335:95	
149	condition1	['Yes', True]	and some, but not all people don't vote,	8	56897:6	
149	condition1	['Yes', False]	uh, and i find ways  to, to turn some, but not all of that back to, to others .	9	55892:50	
149	condition1	['No', False]	he had some, but not all cocaine and th-, it was accused  of selling it,	10	59895:11	
149	condition1	['No', False]	we've got some, but not all beets,	11	32957:13	
149	condition1	['Yes', False]	what 's amazing is some, but not all of them have been on death row for a number of years.	12	66483:25	
149	condition1	['No', False]	not enough stories with some, but not all substance that you can really get into .	13	127761:15	
149	condition1	['Yes', True]	we get some, but not all killer winters up here in the mountains.	14	114610:10	
149	condition1	['No', False]	and, you know, it's got some, but not all stuff on it.	15	30438:27	
149	condition1	['No', False]	and then once, about once every three or four years i try  to get over to england, because i lived there for a while, some, but not all years back.	16	93477:92	
149	condition1	['Yes', True]	some, some, but not all places do have guard gates that you have  to get through, or electronic access gates and things like that.	17	46244:16	
149	condition1	['No', False]	find some, but not all extra payroll deductions is probably the only way we will be able  to, uh, do it .	18	155085:10	
149	condition1	['Yes', False]	a, a contractor friend helped me, uh, with some, but not all of the, uh, foundation work	19	176651:43	
149	condition1	['No', False]	even better than jaws and some, but not all of that.	20	20045:19	
149	condition1	['Yes', False]	takes a heck of a long time, i guess, to get there in some, but not all states.	21	83552:52	
149	condition1	['No', False]	and, um, did some, but not all shopping and stuff.	22	77358:19	
149	condition1	['Yes', False]	there are a lot of jobs that  are coming about, like in computers at home, and those types of things, that  would at least in some, but not all ways, um, bridge the gap.	23	72420:95	
149	condition1	['Yes', False]	so, i guess we're old timers compared to some, but not all people.	24	109644:34	
149	condition1	['No', False]	they even have some, but not all late night ones for people that  work second shift and things like that.	25	63398:14	
166	condition1	['jennifer', 'Jennifer']		1	bot_check	
166	condition1	['Yes', '']		3	example1	
166	condition1	['No', '']		4	example2	
166	condition1	['Yes', False]	my son and i used  to have a bet  going about some, but not all of the players that  had moved from here to minnesota,	6	124500:45	
166	condition1	['Yes', False]	what we did  in some, but not all of the other cities and they tell you  to do that is to hire a local guide	7	86489:22	
166	condition1	['No', True]	we're getting some, but not all flooding.	8	53626:13	
166	condition1	['No', False]	and some, but not all of them are limited care  too where people can do, uh,	9	147340:7	
